id_img,label
1341,happy
13411,neutral
13421,sad
13424,sad
13427,happy
13428,happy
1343,disgust
13430,sad
13431,sad
13433,sad
13441,sad
13449,happy
13456,happy
13460,surprise
13467,sad
13476,happy
13482,sad
13483,sad
13486,sad
13488,sad
13498,neutral
135,sad
1350,sad
13502,happy
13505,happy
13510,neutral
13514,sad
13518,fear
13521,surprise
13526,neutral
13528,happy
1353,sad
13531,sad
13533,surprise
13535,disgust
13549,surprise
13561,surprise
13562,sad
13570,happy
13575,neutral
1358,sad
13582,sad
13584,happy
13585,angry
13586,sad
13587,fear
13590,happy
13593,fear
13596,sad
13597,angry
13598,disgust
13599,fear
13603,sad
13607,sad
13615,sad
13618,happy
13619,sad
13622,fear
13631,neutral
13633,sad
13638,sad
1364,happy
13644,neutral
13652,sad
13653,neutral
13655,happy
13664,surprise
13666,neutral
1367,fear
13670,disgust
13671,fear
13672,angry
13683,sad
13684,surprise
13692,neutral
13694,surprise
13695,neutral
13703,happy
13706,happy
13714,sad
13715,happy
13726,sad
13738,angry
13740,surprise
13757,sad
13758,neutral
1376,fear
13761,sad
13792,happy
13793,sad
13798,fear
13800,sad
13801,neutral
13802,happy
13808,neutral
1381,happy
13812,sad
13825,surprise
13833,sad
13834,happy
13837,fear
13843,neutral
13847,angry
13848,happy
13852,sad
13855,sad
1386,fear
13870,disgust
13874,happy
13876,surprise
13877,happy
13888,happy
1389,sad
13890,sad
13897,neutral
13899,sad
139,happy
13907,sad
13909,sad
13911,sad
13912,fear
13913,sad
13921,sad
13925,happy
13928,fear
13933,neutral
13939,surprise
13940,sad
1395,sad
13955,sad
13965,angry
13968,fear
13969,happy
13971,sad
13978,sad
13979,sad
13983,neutral
13991,neutral
1401,neutral
14011,surprise
14022,fear
14030,fear
14033,neutral
14037,sad
14041,fear
14044,happy
14047,neutral
14048,sad
14057,disgust
14058,neutral
14063,happy
1407,neutral
14070,neutral
14080,surprise
14082,fear
14091,angry
14092,sad
141,neutral
1410,fear
14106,neutral
14108,angry
1411,sad
14113,sad
14114,disgust
14115,surprise
14117,disgust
14118,angry
14120,sad
14122,surprise
14127,happy
14135,neutral
14136,happy
14139,happy
14148,neutral
14152,happy
14154,neutral
14155,sad
14169,happy
14170,neutral
14174,neutral
14175,sad
14185,sad
14187,neutral
14190,happy
1420,sad
14206,fear
14208,sad
1422,neutral
14224,happy
14226,sad
14236,happy
14243,happy
14250,neutral
14268,fear
14278,happy
14282,happy
1429,neutral
14292,happy
14305,surprise
14306,sad
14310,happy
14314,happy
14315,disgust
14327,fear
14329,sad
14331,surprise
14342,neutral
14346,sad
14348,happy
14352,neutral
14357,happy
14360,happy
14362,disgust
14371,happy
14375,sad
14376,neutral
14378,happy
1438,neutral
14381,sad
14384,sad
14388,sad
14406,sad
1441,sad
14419,fear
14421,angry
14427,happy
14436,sad
14438,sad
14444,neutral
14448,happy
14452,sad
14459,angry
14464,sad
14472,happy
14473,happy
14474,sad
14475,neutral
14481,sad
14484,neutral
14487,sad
1449,surprise
14494,fear
14495,fear
14496,sad
14498,sad
14505,sad
14509,angry
14513,sad
14516,happy
14517,disgust
14518,neutral
14522,sad
14524,sad
14529,fear
14542,neutral
14546,happy
14550,sad
14551,sad
14557,neutral
14561,sad
14564,disgust
1457,surprise
14572,sad
14574,sad
14578,sad
14586,sad
14593,sad
1460,sad
14605,sad
14611,happy
14620,fear
14637,happy
14641,neutral
14645,happy
14647,surprise
1465,happy
14671,happy
14682,sad
14691,surprise
14696,sad
14697,surprise
14700,happy
14703,neutral
14706,sad
14717,neutral
14722,sad
14729,sad
14730,happy
1474,happy
14741,neutral
14744,happy
14747,sad
14757,happy
14759,sad
1477,fear
14775,neutral
14786,sad
14789,fear
14792,happy
14798,surprise
148,sad
1482,neutral
14821,angry
14831,sad
14835,neutral
14836,disgust
1485,surprise
14859,sad
14867,neutral
14869,sad
14870,fear
14877,happy
14891,fear
1491,happy
14914,fear
14927,happy
14929,neutral
1493,neutral
14945,happy
14954,sad
14957,happy
14958,sad
14965,happy
14968,surprise
14973,sad
14980,neutral
14987,sad
15001,neutral
15007,neutral
15008,fear
15012,disgust
15013,sad
15034,surprise
15037,happy
15039,happy
15040,angry
15044,sad
15047,surprise
15052,happy
1506,sad
15060,happy
15070,neutral
15074,sad
15077,happy
15078,sad
1508,neutral
15088,sad
15090,sad
15099,happy
15101,surprise
15102,neutral
15106,neutral
15110,sad
1512,happy
15120,sad
15121,neutral
15129,sad
15132,fear
15134,sad
15138,angry
15145,neutral
15147,neutral
1515,sad
15167,sad
15168,neutral
15169,sad
15172,disgust
15179,surprise
15181,happy
15190,disgust
15191,happy
15192,disgust
15193,happy
15194,disgust
15198,fear
15207,happy
15208,fear
15210,sad
15212,happy
15216,sad
15217,fear
15220,sad
15221,sad
15222,neutral
15229,happy
15238,surprise
15244,surprise
15248,sad
15257,happy
15260,fear
15263,fear
15268,sad
15269,fear
15271,happy
15279,sad
15280,fear
15289,sad
15292,happy
15293,sad
15294,sad
15295,sad
15310,happy
15323,happy
15331,happy
15333,disgust
15334,sad
15335,happy
1534,happy
15350,sad
15354,surprise
1536,happy
15365,sad
15366,neutral
15373,fear
15378,sad
1538,happy
15383,surprise
15387,neutral
15397,happy
15400,disgust
15405,happy
15409,happy
15416,surprise
15426,disgust
15432,disgust
15436,sad
15438,happy
15441,neutral
15443,happy
15445,sad
15447,fear
15454,surprise
15455,sad
15459,neutral
15462,fear
15467,surprise
15468,fear
15474,sad
15484,sad
15486,surprise
15487,fear
1549,sad
15494,neutral
15500,angry
15502,neutral
15503,angry
15518,happy
15520,neutral
15523,happy
15524,surprise
15527,surprise
15529,sad
15533,surprise
15534,disgust
15535,sad
15536,neutral
15539,neutral
15544,surprise
1555,sad
15562,fear
15565,happy
15568,sad
15570,sad
15578,fear
15580,sad
15589,happy
15592,happy
1560,happy
15611,sad
15613,sad
15615,fear
15616,happy
15621,happy
15622,sad
15628,surprise
15634,fear
15635,fear
15637,happy
15638,sad
15642,sad
15644,fear
15651,neutral
15654,sad
15657,disgust
15663,sad
15668,disgust
15677,happy
15678,angry
15686,happy
15696,happy
15697,neutral
15699,sad
157,sad
15708,happy
15709,happy
15712,sad
15713,neutral
15715,surprise
15716,happy
15717,neutral
1572,sad
15721,angry
15725,sad
1575,disgust
15758,happy
1576,sad
15767,happy
15771,happy
15778,sad
15788,happy
15791,surprise
15795,neutral
15802,surprise
1582,neutral
15820,sad
15821,sad
15824,sad
1583,sad
15835,neutral
1584,angry
15843,neutral
15847,neutral
15848,sad
15854,happy
15859,sad
15867,sad
15870,sad
15881,fear
15885,neutral
15890,sad
15897,sad
15904,sad
15909,disgust
15910,happy
15919,angry
15921,surprise
15922,fear
15929,disgust
15932,disgust
15941,disgust
15944,fear
15950,angry
15954,sad
15963,sad
15966,sad
15976,happy
15979,sad
15983,neutral
15984,fear
1599,sad
15999,sad
16003,fear
16010,sad
16019,disgust
16021,disgust
16033,sad
16037,sad
16039,sad
16042,happy
16053,happy
16054,angry
16056,happy
1606,sad
16064,happy
16071,surprise
16075,sad
16076,happy
16081,happy
16087,sad
16094,sad
16101,neutral
16102,sad
16106,sad
16108,happy
16110,happy
16113,sad
16120,happy
16121,disgust
16125,sad
16133,surprise
16134,fear
16141,happy
16143,happy
16151,happy
16169,fear
16172,surprise
16192,angry
16196,sad
16198,happy
16208,sad
16222,sad
16226,sad
16229,surprise
16233,sad
16237,surprise
16238,happy
16257,sad
16264,angry
16275,happy
16277,fear
1628,happy
16280,fear
16287,fear
16292,angry
16304,sad
16308,happy
16318,surprise
16324,neutral
16329,neutral
16330,fear
16338,sad
16346,surprise
16350,sad
16363,sad
16370,happy
16374,surprise
16375,happy
16380,fear
16387,sad
16388,sad
16389,fear
16395,sad
16396,fear
1640,happy
16405,sad
16406,angry
16407,sad
16410,angry
16413,fear
16415,sad
16419,neutral
16423,sad
16428,disgust
16429,sad
16440,surprise
16441,fear
16443,happy
16444,happy
1645,sad
16450,surprise
16460,sad
16463,sad
16464,sad
16475,sad
16476,neutral
16478,sad
16486,surprise
16489,sad
16501,neutral
16503,sad
16506,disgust
16507,sad
16508,sad
16510,surprise
16511,neutral
16523,neutral
16530,surprise
16535,sad
16539,sad
1654,sad
16550,happy
16557,sad
16558,happy
16559,sad
1656,neutral
16562,fear
16565,neutral
16569,sad
1657,sad
16570,neutral
16575,sad
16583,happy
16588,sad
16596,angry
1660,angry
16604,happy
16609,sad
16611,happy
16619,fear
16632,fear
16633,happy
16643,happy
16645,sad
16646,disgust
16649,happy
16659,sad
16666,fear
16667,happy
16674,surprise
16681,sad
16685,fear
1669,sad
16696,sad
16699,happy
167,happy
1670,neutral
16700,happy
16706,sad
16710,sad
16711,happy
16712,disgust
16714,neutral
16718,disgust
1672,disgust
16721,fear
16734,sad
16738,happy
1675,sad
16751,happy
16752,sad
16756,happy
16759,happy
16764,sad
16768,sad
16770,happy
16774,sad
16775,surprise
16776,sad
1678,sad
16783,sad
16787,neutral
16788,sad
16792,angry
16795,happy
16798,sad
16799,happy
16802,sad
16809,happy
16811,neutral
16817,sad
16818,happy
16821,sad
16823,neutral
16829,surprise
1683,happy
16830,fear
16837,sad
16839,sad
16845,neutral
1685,sad
16860,neutral
16863,sad
16875,fear
1688,sad
16886,fear
16890,neutral
16895,sad
16901,sad
16915,fear
16930,sad
16938,sad
16947,surprise
16952,happy
16954,neutral
16959,surprise
16962,neutral
16964,happy
16967,happy
16969,sad
16971,sad
16977,sad
16980,surprise
16985,sad
16989,sad
1699,happy
16990,sad
16995,happy
16999,sad
17002,fear
17003,sad
17007,disgust
17010,sad
17011,sad
17015,neutral
17016,fear
17018,sad
17019,disgust
17021,sad
17022,happy
17024,happy
17027,surprise
17028,happy
17032,happy
1704,sad
17041,happy
17044,sad
17053,neutral
1707,sad
17085,sad
17098,happy
17099,fear
1710,fear
17100,neutral
17104,sad
17105,sad
17107,angry
17114,sad
17117,happy
17128,sad
17131,sad
17137,sad
17148,surprise
17157,sad
1716,neutral
17161,surprise
17163,neutral
17167,sad
1717,angry
17170,neutral
17177,surprise
17180,fear
17186,happy
17188,happy
17191,sad
17194,happy
172,neutral
17205,fear
17206,angry
17207,happy
17209,sad
17211,sad
17212,sad
17213,happy
17215,sad
17217,sad
1722,fear
17220,happy
17228,sad
17231,neutral
17236,sad
17237,sad
17245,sad
17248,happy
17251,sad
17257,sad
17259,happy
17260,disgust
17267,fear
1727,disgust
17273,sad
17275,sad
17276,neutral
17279,disgust
17290,surprise
17293,disgust
17295,sad
17297,sad
17309,surprise
17314,sad
17316,angry
17318,sad
17319,happy
17331,neutral
17334,sad
17341,fear
17344,sad
17345,sad
1735,surprise
17350,sad
17359,neutral
1736,fear
17363,fear
17367,neutral
17369,neutral
1737,neutral
17371,sad
1738,fear
17381,happy
17397,happy
17402,happy
17413,fear
17417,happy
17422,fear
17424,neutral
17426,sad
17428,happy
17429,fear
17432,sad
17433,fear
17445,sad
17447,happy
17449,angry
17452,neutral
17462,sad
17470,surprise
17479,sad
17484,happy
17485,neutral
17494,happy
17498,happy
1750,surprise
17502,angry
17503,sad
17506,sad
1751,neutral
17518,sad
17524,happy
17536,sad
17538,sad
17541,happy
17543,happy
17550,sad
17552,happy
17555,sad
17558,sad
1756,sad
17563,neutral
17582,sad
17587,sad
1759,sad
17597,disgust
17598,sad
176,fear
17607,sad
17609,happy
17610,surprise
17624,happy
17625,sad
17631,sad
1764,surprise
17647,angry
17654,happy
17662,sad
17666,sad
17668,angry
17678,neutral
1768,happy
17682,happy
17684,happy
17685,fear
17692,happy
17693,surprise
17694,happy
17695,sad
17698,happy
1770,happy
17700,sad
17702,disgust
17705,happy
17707,fear
17710,angry
17713,sad
17715,happy
17717,angry
1772,neutral
17730,sad
17731,angry
17735,happy
17736,sad
17746,sad
17752,sad
17762,sad
17763,neutral
17767,fear
17772,happy
17775,sad
1778,angry
17784,sad
17787,sad
17790,neutral
17794,sad
17799,happy
17802,neutral
17815,neutral
17816,happy
17821,happy
17831,sad
17834,happy
17837,sad
17845,surprise
1785,sad
1787,sad
17886,sad
17887,sad
17901,angry
17904,happy
17906,sad
17910,angry
17912,fear
17919,surprise
1793,happy
17930,fear
17932,angry
17934,sad
17936,happy
17939,sad
17952,fear
1796,neutral
17973,happy
17980,sad
1799,neutral
1800,surprise
18001,neutral
18006,sad
18010,disgust
18016,disgust
18018,happy
18025,neutral
18026,surprise
18033,happy
18035,neutral
18037,happy
18038,surprise
18047,sad
18050,sad
18067,sad
18068,neutral
18073,fear
18077,sad
18080,angry
18082,happy
18101,sad
18104,surprise
18106,angry
18108,surprise
18117,fear
18120,sad
18130,angry
18132,surprise
18140,fear
18142,sad
18148,neutral
1815,sad
18161,sad
18165,happy
18166,fear
18168,sad
18173,happy
18180,sad
18181,sad
18183,sad
1819,sad
18193,fear
18198,surprise
18200,neutral
18203,sad
18205,happy
18208,sad
18223,happy
18226,happy
18237,happy
18245,happy
18247,disgust
18249,sad
1825,sad
18250,sad
18254,sad
18256,happy
18259,happy
18260,disgust
18270,neutral
18281,neutral
18284,sad
18285,surprise
18288,sad
18291,neutral
18297,happy
18299,happy
1830,neutral
18300,sad
18301,sad
18308,happy
18309,surprise
18312,neutral
18313,surprise
18317,fear
18321,sad
18325,fear
18336,sad
18339,happy
18345,sad
18349,sad
1835,neutral
18361,sad
18364,neutral
18367,sad
18376,angry
1838,fear
18380,disgust
18381,sad
18383,happy
18388,neutral
18389,neutral
18393,surprise
18404,happy
18405,happy
1841,sad
18415,disgust
18424,sad
18425,happy
1843,sad
18431,neutral
18436,happy
18442,happy
18443,happy
18445,angry
18457,sad
18459,sad
18464,disgust
18466,angry
18469,sad
18471,happy
18475,sad
18476,happy
18483,happy
18487,happy
18492,sad
18497,sad
18503,happy
18505,happy
18513,sad
18517,happy
18521,surprise
18523,neutral
18527,fear
18531,neutral
18534,sad
1854,sad
18541,fear
18542,sad
18545,neutral
18550,sad
18554,sad
18555,surprise
18556,happy
18565,neutral
18566,sad
18568,happy
18569,angry
1857,sad
18573,happy
18574,angry
18577,fear
18578,happy
18588,fear
18593,fear
18602,happy
18610,sad
18613,fear
18615,sad
18617,sad
18619,surprise
18631,surprise
18633,sad
1864,surprise
18641,fear
18655,happy
18658,neutral
18662,happy
18678,surprise
18687,fear
1869,happy
18695,fear
187,happy
18700,sad
18703,neutral
18706,surprise
18708,neutral
18713,sad
18715,angry
18716,sad
18725,happy
18729,happy
1873,surprise
18732,sad
18734,neutral
1874,neutral
18742,surprise
18753,sad
18757,sad
18763,fear
18778,neutral
18779,angry
18783,happy
18791,neutral
1880,fear
18803,neutral
18810,fear
18822,happy
18825,sad
18827,disgust
18834,happy
18835,happy
18837,sad
18842,sad
18849,happy
18855,fear
18861,happy
18862,surprise
18864,surprise
1887,happy
18872,disgust
18873,happy
18882,fear
18885,happy
18888,sad
18897,sad
18898,happy
18903,disgust
18904,happy
18905,neutral
18908,disgust
18909,fear
1891,neutral
18911,surprise
18914,sad
1892,neutral
18926,neutral
18927,neutral
18930,sad
18944,happy
18948,angry
18949,neutral
18952,happy
1896,neutral
18960,sad
18962,fear
1897,neutral
18973,happy
18974,angry
18976,happy
18983,disgust
18984,sad
18986,sad
1899,sad
18994,angry
19000,disgust
19008,happy
19009,happy
19012,happy
19014,happy
19020,fear
19025,sad
19029,sad
19049,neutral
19051,fear
19056,sad
19060,sad
19062,happy
19063,happy
19064,surprise
19067,sad
19074,sad
1908,angry
19082,fear
19084,sad
19089,angry
19093,angry
19095,sad
19105,happy
19108,angry
1911,surprise
19114,happy
19115,sad
19119,sad
19127,sad
19130,happy
19131,happy
19132,happy
19137,happy
1914,surprise
19140,fear
19142,fear
19145,neutral
19148,happy
19152,happy
19160,happy
19162,happy
19165,sad
19177,fear
19179,sad
19181,happy
19187,fear
19188,sad
1919,happy
192,fear
1920,happy
19204,neutral
19210,happy
19214,sad
19216,sad
19226,fear
19234,fear
19235,surprise
19245,happy
19252,sad
19259,happy
1926,disgust
19263,happy
19267,fear
19268,neutral
19269,happy
19274,neutral
19284,sad
19285,fear
1929,sad
19291,sad
19292,neutral
19303,happy
19309,sad
1931,sad
19314,surprise
19317,happy
19318,happy
19323,happy
19329,sad
19340,neutral
19346,happy
19349,sad
19357,neutral
19362,surprise
19364,neutral
1937,sad
19370,happy
19373,neutral
19377,happy
19378,happy
1938,happy
19384,sad
19389,sad
1939,sad
19390,disgust
19392,fear
19398,happy
19402,sad
19411,neutral
19422,sad
19431,surprise
19435,neutral
19438,happy
19449,sad
1945,surprise
19454,sad
19461,sad
19470,sad
19473,sad
19476,disgust
19477,happy
19478,happy
19485,sad
19486,sad
19492,happy
19495,fear
19496,happy
19497,happy
19499,happy
19514,happy
1952,surprise
1953,happy
19531,sad
19533,neutral
19535,sad
19536,happy
19548,angry
19549,happy
19559,angry
19568,sad
19571,sad
19578,sad
19581,disgust
19589,neutral
19590,sad
19591,neutral
19594,surprise
19597,happy
19599,sad
196,happy
19600,sad
19601,surprise
19605,sad
19607,sad
19609,neutral
19612,happy
19615,neutral
19643,happy
19644,fear
19649,disgust
19650,surprise
1966,fear
19663,neutral
19664,sad
19665,surprise
19668,happy
19674,sad
19680,happy
19682,sad
19696,happy
19700,sad
19709,happy
19711,fear
1972,sad
19720,sad
1973,sad
19731,fear
19732,disgust
19734,sad
1974,happy
19740,fear
19744,sad
19747,sad
19748,happy
19754,sad
19755,surprise
19768,happy
19770,happy
19785,fear
19793,neutral
19795,fear
19797,happy
19799,sad
19801,sad
19803,happy
19810,disgust
19811,sad
19829,sad
1983,sad
19831,sad
19832,angry
19837,happy
19841,angry
19855,sad
1986,sad
19861,angry
19863,sad
19864,neutral
19877,sad
1988,happy
19880,sad
19883,disgust
19888,sad
19889,happy
19893,fear
19896,sad
19897,neutral
19906,happy
19918,happy
1992,surprise
19923,angry
19934,neutral
1994,fear
19950,neutral
19953,disgust
19957,happy
19958,happy
19961,sad
19962,happy
19968,happy
19969,fear
19972,fear
19973,sad
19975,sad
19983,neutral
19993,neutral
19995,fear
20,sad
200,angry
20008,happy
2001,happy
20019,neutral
20023,happy
20025,happy
20028,angry
20032,happy
20036,neutral
20037,surprise
20039,angry
20041,surprise
20048,happy
20058,sad
2006,sad
20062,sad
20072,happy
20073,sad
20083,sad
20091,happy
201,sad
20104,neutral
20111,happy
2012,sad
20120,happy
20122,neutral
20135,disgust
20140,happy
20146,surprise
20148,surprise
20150,neutral
20155,disgust
20157,neutral
20162,surprise
20165,happy
20167,surprise
20171,sad
20181,sad
2019,happy
20192,sad
20193,neutral
20194,angry
20196,happy
20208,happy
20213,happy
20214,sad
20216,sad
20217,sad
20218,happy
20222,fear
20223,sad
20227,neutral
20229,happy
20239,disgust
20252,happy
20257,sad
20262,surprise
20265,angry
20267,happy
20272,sad
20274,neutral
20285,happy
20287,surprise
20289,fear
20290,angry
20293,surprise
20296,sad
20298,sad
